date,amount,desc
30/06/2020,-46.68,NOWRA FARMERS MARKET NOWRA
11/02/2020,-345.14,Nowra Fresh Nowra
17/03/2020,-11.99,Nowra Fresh Nowra
30/03/2020,-309.38,Nowra Fresh Nowra
28/07/2020,-15.22,Nowra Fresh Nowra
31/07/2020,-76.51,Nowra Fresh Nowra
25/08/2020,-135.61,Nowra Fresh Nowra
06/11/2020,-85.97,Nowra Fresh Nowra
04/01/2020,-117.84,NRMA PBTM SYDNEY
09/01/2020,-117.7,NRMA PBTM SYDNEY
06/02/2020,-117.7,NRMA PBTM SYDNEY
07/02/2020,-117.7,NRMA PBTM SYDNEY
10/02/2020,-117.7,NRMA PBTM SYDNEY
08/03/2020,-117.7,NRMA PBTM SYDNEY
11/03/2020,-117.7,NRMA PBTM SYDNEY
05/04/2020,-117.7,NRMA PBTM SYDNEY
15/05/2020,-397.05,NRMA WEB SYDNEY
25/09/2020,-232.88,OFFICEWORKS 0232 NOWRA
07/10/2020,-118,OFFICEWORKS 0232 NOWRA
08/12/2020,-71.43,OFFICEWORKS 0232 NOWRA
04/03/2020,-45.53,OFWKS ONLINE BENTLEIGH 03
22/06/2020,-7,PAUL FRANCIS ZACCAGN CURRARONG
04/01/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
07/01/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
09/02/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
06/03/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
11/04/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
15/04/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
22/04/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
29/04/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
08/05/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
13/05/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
20/05/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
27/05/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
05/06/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
17/06/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
24/06/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
10/07/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
15/07/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
22/07/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
29/07/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
04/08/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
07/08/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
19/08/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
26/08/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
09/09/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
16/09/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
23/09/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
30/09/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
06/10/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
14/10/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
21/10/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
28/10/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
08/12/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
10/12/2020,-681.49,PAYMENT TO KC DANCE COMPANY 0002050173B
26/06/2020,-104.2,PILLOW TALK PTY LTD NOWRA
15/10/2020,-10.45,POST NOWRA POST SHOPNO NOWRA
15/06/2020,261.87,RID1915 ANZ REMEDIATION CREDIT
15/06/2020,261.87,RID1915 ANZ REMEDIATION CREDIT
19/10/2020,-33.5,SEBASTIANO ROBERTO R CALLALA BAY
18/05/2020,-543.38,SERVICE NSW SYDNEY
13/07/2020,-378.66,SERVICE NSW SYDNEY
09/04/2020,-59.21,SHREE PETROLEUM PTY CULBURRA BEAC
10/05/2020,-198,sikustore 0292112755
18/05/2020,-199,SONY AUSTRALIA NORTH SYDNEY
07/08/2020,199,SONY AUSTRALIA NORTH SYDNEY
27/10/2020,-179.8,SP * HANAKO THERAPIES WEST PYMBLE
05/11/2020,-67.9,SP * PATISSERIENY DEL MIRANDA
14/04/2020,-17.99,Spotify P0F4E42DA9 Sydney
13/05/2020,-17.99,Spotify P0FB26E1D8 Sydney
15/06/2020,-17.99,Spotify P101A6BE4F Sydney
15/06/2020,-17.99,Spotify P101A6BE4F Sydney
13/07/2020,-17.99,Spotify P107E630F1 Sydney
13/08/2020,-17.99,Spotify P10DE674CF Sydney
14/09/2020,-17.99,Spotify P11459E38B Sydney
13/10/2020,-17.99,Spotify P11B1A2B25 Sydney
18/05/2020,-38.1,SUNDAY ROAST PL MORTDALE
10/08/2020,-80.15,TARGET 0239 ULLADULLA
18/05/2020,18,TARGET ONLINE 03
18/05/2020,-183,TARGET ONLINE 03
22/09/2020,-121,TARGET ONLINE 03
29/09/2020,-53,TARGETC 6375 NOWRA
14/04/2020,-118.4,Telstra Direct Debit AUSTRALIA
14/04/2020,-101.53,Telstra Direct Debit AUSTRALIA
13/05/2020,-118.4,Telstra Direct Debit AUSTRALIA
13/05/2020,-100.33,Telstra Direct Debit AUSTRALIA
13/07/2020,-118.4,Telstra Direct Debit AUSTRALIA
13/07/2020,-100.34,Telstra Direct Debit AUSTRALIA
09/10/2020,-101.25,Telstra Direct Debit AUSTRALIA
09/10/2020,-118.4,Telstra Direct Debit AUSTRALIA
14/10/2020,-100.33,Telstra Direct Debit AUSTRALIA
14/10/2020,-118.4,Telstra Direct Debit AUSTRALIA
06/11/2020,-118.4,Telstra Direct Debit AUSTRALIA
06/11/2020,-103.03,Telstra Direct Debit AUSTRALIA
08/12/2020,-105.14,Telstra Direct Debit AUSTRALIA
08/12/2020,-118.4,Telstra Direct Debit AUSTRALIA
10/05/2020,87.8,THE SCHOOL LOCKER YERONGA
20/07/2020,-171.37,THE SCHOOL LOCKER YERONGA
18/06/2020,100,TRANSFER FROM AAI LIMITED T/AS 6001239747
18/06/2020,15.1,TRANSFER FROM AAI LIMITED T/AS 6001239748
04/08/2020,259.99,TRANSFER FROM ALLIANZ AUST LTD 000000002004498669
30/06/2020,259.95,TRANSFER FROM ALLIANZ AUST LTD 000000002004532158
08/10/2020,62.98,TRANSFER FROM ALLIANZ AUST LTD 000000002004614780
11/04/2020,4000,TRANSFER FROM CHRISTIE WOOD DET SALARY
17/04/2020,4500,TRANSFER FROM CHRISTIE WOOD DET SALARY
17/04/2020,4500,TRANSFER FROM CHRISTIE WOOD DET SALARY
21/04/2020,4500,TRANSFER FROM CHRISTIE WOOD DET SALARY
10/05/2020,4000,TRANSFER FROM CHRISTIE WOOD DET SALARY
19/05/2020,4500,TRANSFER FROM CHRISTIE WOOD DET SALARY
14/07/2020,4000,TRANSFER FROM CHRISTIE WOOD DET SALARY
17/08/2020,4000,TRANSFER FROM CHRISTIE WOOD DET SALARY
05/11/2020,4500,TRANSFER FROM CHRISTIE WOOD DET SALARY
06/12/2020,4500,TRANSFER FROM CHRISTIE WOOD DET SALARY
27/05/2020,144.65,TRANSFER FROM MCARE BENEFITS 809021708 AYWQ
29/05/2020,73.95,TRANSFER FROM MCARE BENEFITS 811017598 AYWQ
21/07/2020,38.75,TRANSFER FROM MCARE BENEFITS 848027997 AYWQ
29/09/2020,75.05,TRANSFER FROM MCARE BENEFITS 898025876 AYWQ
07/02/2020,2000,TRANSFER FROM MICHAEL DONNICI
06/04/2020,2000,TRANSFER FROM MICHAEL DONNICI
23/04/2020,2500,TRANSFER FROM MICHAEL DONNICI
11/05/2020,1200,TRANSFER FROM MICHAEL DONNICI
21/05/2020,2000,TRANSFER FROM MICHAEL DONNICI
18/06/2020,2000,TRANSFER FROM MICHAEL DONNICI
05/07/2020,2500,TRANSFER FROM MICHAEL DONNICI
16/07/2020,2000,TRANSFER FROM MICHAEL DONNICI
30/07/2020,2000,TRANSFER FROM MICHAEL DONNICI
10/08/2020,2000,TRANSFER FROM MICHAEL DONNICI
13/08/2020,2000,TRANSFER FROM MICHAEL DONNICI
27/08/2020,2000,TRANSFER FROM MICHAEL DONNICI
04/09/2020,2500,TRANSFER FROM MICHAEL DONNICI
24/09/2020,2000,TRANSFER FROM MICHAEL DONNICI
09/10/2020,2000,TRANSFER FROM MICHAEL DONNICI
22/10/2020,1200,TRANSFER FROM MICHAEL DONNICI
23/03/2020,-232.69,WOOLWORTHS 1280 WAGGA WAGGA
23/03/2020,-9.2,WOOLWORTHS 1280 WAGGA WAGGA
09/04/2020,-56.15,WOOLWORTHS 1436 CULBURRA BEAC
16/06/2020,-330.21,WOOLWORTHS 1436 CULBURRA BEAC
22/06/2020,-20.74,WOOLWORTHS 1436 CULBURRA BEAC
18/08/2020,-118.74,WOOLWORTHS 1436 CULBURRA BEAC
07/09/2020,-57.75,WOOLWORTHS 1436 CULBURRA BEAC
14/10/2020,-54.2,WOOLWORTHS 1641 BOMADE BOMADERRY
24/06/2020,-42.9,WOOLWORTHS 1648 NOWRA
30/06/2020,-58.35,WOOLWORTHS 1648 NOWRA
27/05/2020,-433.85,WOOLWORTHS ONLINE 8843 BELLA VISTA
28/05/2020,19.4,WOOLWORTHS ONLINE 8843 BELLA VISTA
08/06/2020,-277.04,WOOLWORTHS ONLINE 8843 BELLA VISTA
05/07/2020,3.09,WOOLWORTHS ONLINE 8843 BELLA VISTA
05/07/2020,-442.19,WOOLWORTHS ONLINE 8843 BELLA VISTA
14/07/2020,-577.82,WOOLWORTHS ONLINE 8843 BELLA VISTA
17/09/2020,-209.73,WOOLWORTHS ONLINE 8843 BELLA VISTA
29/10/2020,-632.08,WOOLWORTHS ONLINE 8843 BELLA VISTA
05/11/2020,-84.6,WOOLWORTHS ONLINE 8843 BELLA VISTA
31/12/2020,1200,TRANSFER FROM MICHAEL DONNICI
30/12/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
23/12/2020,300,TRANSFER FROM TM BANK          XMAS MONEY
23/12/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
21/12/2020,-1813.72,ANZ INTERNET BANKING BPAY GIO PI                        {141226}
21/12/2020,-1237.05,ANZ INTERNET BANKING BPAY TEACHERS HEALTH FU            {137585}
21/12/2020,-349,ANZ INTERNET BANKING BPAY REVENUENSW FINE               {113671}
21/12/2020,-311.25,ANZ INTERNET BANKING BPAY SHOALHAVEN WATER              {108931}
21/12/2020,-123,ANZ INTERNET BANKING BPAY REVENUENSW FINE               {122922}
17/12/2020,1200,TRANSFER FROM MICHAEL DONNICI
16/12/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
11/12/2020,-4790.91,ANZ INTERNET BANKING FUNDS TFER TRANSFER 846083  TO 4564680025696732
11/12/2020,-70,ANZ INTERNET BANKING FUNDS TFER TRANSFER 850145 TO     CURRARONGSURFSCHO
11/12/2020,248.99,TRANSFER FROM TM BANK          KIDS XMAS PRESSI
9/12/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
7/12/2020,150,TRANSFER FROM TM BANK          HORSING
7/12/2020,40,TRANSFER FROM TM BANK          BOATING
4/12/2020,4000,TRANSFER FROM CHRISTIE WOOD    DET SALARY
3/12/2020,1200,TRANSFER FROM MICHAEL DONNICI
2/12/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
1/12/2020,-310.57,PAYMENT TO ORIGIN ELEC      079506490235
30/11/2020,-25.34,EFTPOS CALLALA BAY HOLDING\DAVIDSON          AU
30/11/2020,-54.72,EFTPOS CALTEX ALBION PARK RAI   ALBION PARK RAU
25/11/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
24/11/2020,-18.64,EFTPOS CALLALA BAY HOLDING\DAVIDSON          AU
23/11/2020,-177.61,EFTPOS BUNNINGS 586000          SOUTH NOWRA  AU
23/11/2020,-68.31,EFTPOS BP STH NOWRA 7716  \SOUTH NOWRA       AU
23/11/2020,-15.09,EFTPOS CALLALA BAY HOLDING\DAVIDSON          AU
23/11/2020,-8.45,EFTPOS CALLALA BAY HOLDING\DAVIDSON          AU
19/11/2020,-10.49,EFTPOS CALLALA BAY HOLDING\DAVIDSON          AU
19/11/2020,1200,TRANSFER FROM MICHAEL DONNICI
18/11/2020,-92.48,EFTPOS COLES EXPRESS  2016      SOUTH NOWRA  AU
18/11/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
17/11/2020,-32.41,EFTPOS CALLALA BAY HOLDING\DAVIDSON          AU
13/11/2020,-652.5,ANZ INTERNET BANKING FUNDS TFER TRANSFER 513462  TO 4564680025696732
12/11/2020,-29.43,EFTPOS CALLALA BAY HOLDING\DAVIDSON          AU
11/11/2020,-8.45,EFTPOS CALLALA BAY HOLDING\DAVIDSON          AU
11/11/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
10/11/2020,-11.75,EFTPOS CALLALA BAY HOLDING\DAVIDSON          AU
10/11/2020,-3.99,EFTPOS CALLALA BAY HOLDING\DAVIDSON          AU
9/11/2020,-309.68,ANZ INTERNET BANKING BPAY SHOALHAVEN WATER              {487647}
9/11/2020,-43.69,EFTPOS CALLALA BAY HOLDING\DAVIDSON          AU
9/11/2020,-37.85,EFTPOS ALTRA NURSERY PTY LT     PEAKHURST    NS
9/11/2020,-7.8,EFTPOS COLES 0923               OATLEY       AU
6/11/2020,-80.83,EFTPOS AMPOL BOMADERRY 28861F   BOMADERRY    AU
5/11/2020,-19.57,EFTPOS CALLALA BAY HOLDING\DAVIDSON          AU
5/11/2020,1200,TRANSFER FROM MICHAEL DONNICI
4/11/2020,-3716.52,ANZ INTERNET BANKING FUNDS TFER TRANSFER 105015  TO 4564680025696732
4/11/2020,-52.02,EFTPOS SQ *RAKUMI SUSHI               \NOWRA AU
4/11/2020,-8.16,EFTPOS SQ *RAKUMI SUSHI               \NOWRA AU
4/11/2020,-8.05,EFTPOS CALLALA BAY HOLDING\DAVIDSON          AU
4/11/2020,4000,TRANSFER FROM CHRISTIE WOOD    DET SALARY
4/11/2020,-650,PAYMENT TO DONNICI MP/WOOD CA
